"No.","Time","Source","Destination","Protocol","Length","Info"
"499","34.898358","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"500","34.898358","192.168.86.247","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.251"
"501","34.898623","192.168.86.247","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"502","34.899110","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"503","34.899357","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"504","34.999463","192.168.86.247","224.0.0.251","MDNS","124","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question"
"505","35.000063","fe80::84c:9b61:e46:3a5c","ff02::fb","MDNS","144","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question"
"506","35.000832","192.168.86.72","224.0.0.251","MDNS","311","Standard query response 0x0000 PTR _companion-link._tcp.local TXT PTR _homekit._tcp.local PTR _mediaremotetv._tcp.local PTR _airplay._tcp.local PTR _raop._tcp.local PTR _sleep-proxy._udp.local OPT"
"507","35.001368","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","331","Standard query response 0x0000 PTR _companion-link._tcp.local TXT PTR _homekit._tcp.local PTR _mediaremotetv._tcp.local PTR _airplay._tcp.local PTR _raop._tcp.local PTR _sleep-proxy._udp.local OPT"
"508","35.104041","192.168.86.72","224.0.0.251","MDNS","1488","Standard query response 0x0000 TXT, cache flush PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR erin._airplay._tcp.local TXT, cache flush PTR C869CD808DBE@erin._raop._tcp.local OPT"
"509","35.106135","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1508","Standard query response 0x0000 TXT, cache flush PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR erin._airplay._tcp.local TXT, cache flush PTR C869CD808DBE@erin._raop._tcp.local OPT"
"510","35.106911","192.168.86.72","224.0.0.251","MDNS","304","Standard query response 0x0000 SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"511","35.107577","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","324","Standard query response 0x0000 SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"512","35.107619","162.159.136.234","192.168.86.228","TLSv1.2","227","Application Data"
"513","35.159474","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=1589 Win=1027 Len=0"
"514","35.409383","192.168.86.72","224.0.0.251","MDNS","136","Standard query response 0x0000 TXT OPT"
"515","35.409918","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","156","Standard query response 0x0000 TXT OPT"
"516","35.466401","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"517","35.498957","192.168.86.228","35.244.233.98","TCP","55","49728  >  443 [ACK] Seq=1 Ack=1 Win=4103 Len=1 [TCP segment of a reassembled PDU]"
"518","35.515812","35.244.233.98","192.168.86.228","TCP","66","443  >  49728 [ACK] Seq=1 Ack=2 Win=3141 Len=0 SLE=1 SRE=2"
"519","35.716152","fe80::14a4:bee9:1dad:1161","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"520","36.023451","192.168.86.247","224.0.0.251","MDNS","176","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local"
"521","36.024026","fe80::84c:9b61:e46:3a5c","ff02::fb","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local"
"522","36.026280","192.168.86.72","224.0.0.251","MDNS","1487","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"523","36.028401","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1507","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"524","36.028947","192.168.86.72","224.0.0.251","MDNS","430","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"525","36.029668","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","450","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"526","36.076542","192.168.86.228","66.22.206.17","UDP","50","58999  >  50022 Len=8"
"527","36.088479","66.22.206.17","192.168.86.228","UDP","50","50022  >  58999 Len=8"
"528","36.125951","192.168.86.72","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"529","36.466481","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"530","36.741654","192.168.86.72","224.0.0.251","MDNS","870","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"531","36.743026","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","890","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"532","36.764880","192.168.86.228","3.160.22.48","TCP","55","64623  >  443 [ACK] Seq=1 Ack=1 Win=1029 Len=1 [TCP segment of a reassembled PDU]"
"533","36.774463","3.160.22.48","192.168.86.228","TCP","66","443  >  64623 [ACK] Seq=1 Ack=2 Win=142 Len=0 SLE=1 SRE=2"
"534","36.842874","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"535","36.843399","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"536","37.466556","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"537","37.652224","192.168.86.228","173.194.219.95","TCP","55","49944  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1 [TCP segment of a reassembled PDU]"
"538","37.663005","192.168.86.72","224.0.0.251","MDNS","870","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"539","37.664281","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","890","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"540","37.667756","173.194.219.95","192.168.86.228","TCP","66","443  >  49944 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"541","37.732966","192.168.86.228","66.22.206.17","RTCP","102","Sender Report   "
"542","37.969127","192.168.86.72","224.0.0.251","MDNS","159","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local OPT"
"543","37.969649","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","179","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local OPT"
"544","38.073017","192.168.86.72","224.0.0.251","MDNS","1213","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 NSEC, cache flush erin._companion-link._tcp.local NSEC, cache flush 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local NSEC, cache flush erin._mediaremotetv._tcp.local NSEC, cache flush 70-35-60-63.1 erin._sleep-proxy._udp.local NSEC, cache flush erin.local OPT"
"545","38.074960","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1233","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 NSEC, cache flush erin._companion-link._tcp.local NSEC, cache flush 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local NSEC, cache flush erin._mediaremotetv._tcp.local NSEC, cache flush 70-35-60-63.1 erin._sleep-proxy._udp.local NSEC, cache flush erin.local OPT"
"546","38.467341","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"547","38.829123","52.23.55.114","192.168.86.228","TLSv1.2","93","Application Data"
"548","38.829123","52.23.55.114","192.168.86.228","TLSv1.2","78","Application Data"
"549","38.829123","52.23.55.114","192.168.86.228","TCP","54","443  >  49963 [FIN, ACK] Seq=64 Ack=2 Win=428 Len=0"
"550","38.829182","192.168.86.228","52.23.55.114","TCP","54","49963  >  443 [ACK] Seq=2 Ack=65 Win=1023 Len=0"
"551","38.829335","192.168.86.228","52.23.55.114","TCP","54","49963  >  443 [FIN, ACK] Seq=2 Ack=65 Win=1023 Len=0"
"552","38.846330","52.23.55.114","192.168.86.228","TCP","54","443  >  49963 [ACK] Seq=65 Ack=3 Win=428 Len=0"
"553","38.993591","192.168.86.72","224.0.0.251","MDNS","382","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"554","38.994703","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","402","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"555","38.994703","192.168.86.247","224.0.0.251","MDNS","176","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local"
"556","38.994948","fe80::84c:9b61:e46:3a5c","ff02::fb","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local"
"557","39.066509","104.26.6.220","192.168.86.228","TLSv1.2","81","Application Data"
"558","39.067046","192.168.86.228","104.26.6.220","TLSv1.2","85","Application Data"
"559","39.083209","104.26.6.220","192.168.86.228","TCP","54","443  >  65526 [ACK] Seq=82 Ack=94 Win=8 Len=0"
"560","39.095466","Apple_80:8d:bc","Broadcast","ARP","42","ARP Announcement for 192.168.86.72"
"561","39.198193","192.168.86.146","224.0.0.5","UDP","319","4242  >  4242 Len=277"
"562","39.466987","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"563","39.857692","162.159.136.234","192.168.86.228","TLSv1.2","101","Application Data"
"564","39.909959","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=1636 Win=1027 Len=0"
"565","40.461341","34.205.207.134","192.168.86.228","TLSv1.2","78","Application Data"
"566","40.461541","34.205.207.134","192.168.86.228","TCP","54","443  >  49964 [FIN, ACK] Seq=25 Ack=1 Win=120 Len=0"
"567","40.461569","192.168.86.228","34.205.207.134","TCP","54","49964  >  443 [ACK] Seq=1 Ack=26 Win=1025 Len=0"
"568","40.466543","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"569","40.632205","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"570","40.632542","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"571","40.836631","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"572","40.837287","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"573","40.938670","192.168.86.1","224.0.0.251","MDNS","87","Standard query 0xdb03 PTR 228.86.168.192.in-addr.arpa, ""QM"" question"
"574","41.076938","192.168.86.228","66.22.206.17","UDP","50","58999  >  50022 Len=8"
"575","41.088189","66.22.206.17","192.168.86.228","UDP","50","50022  >  58999 Len=8"
"576","41.088986","192.168.86.228","162.159.137.234","TLSv1.2","115","Application Data"
"577","41.103729","162.159.137.234","192.168.86.228","TCP","54","443  >  64656 [ACK] Seq=115 Ack=528 Win=8 Len=0"
"578","41.131081","162.159.137.234","192.168.86.228","TLSv1.2","111","Application Data"
"579","41.179854","192.168.86.228","162.159.137.234","TCP","54","64656  >  443 [ACK] Seq=528 Ack=172 Win=1027 Len=0"
"580","41.246531","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QU"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question ANY erin._mediaremotetv._tcp.local, ""QU"" question ANY erin._airplay._tcp.local, ""QU"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QU"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QU"" question ANY erin.local, ""QU"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"581","41.247246","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QU"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question ANY erin._mediaremotetv._tcp.local, ""QU"" question ANY erin._airplay._tcp.local, ""QU"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QU"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QU"" question ANY erin.local, ""QU"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"582","41.398519","192.168.86.228","173.194.219.188","TCP","55","64654  >  5228 [ACK] Seq=1 Ack=1 Win=1023 Len=1"
"583","41.417083","173.194.219.188","192.168.86.228","TCP","66","5228  >  64654 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"584","41.451177","192.168.86.64","192.168.86.255","UDP","310","53122  >  20002 Len=268"
"585","41.451931","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"586","41.452553","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"587","41.466254","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"588","41.553582","192.168.86.72","224.0.0.251","MDNS","136","Standard query response 0x0000 TXT OPT"
"589","41.554055","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","156","Standard query response 0x0000 TXT OPT"
"590","41.758352","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"591","41.758926","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"592","41.759787","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"593","41.760665","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"594","41.797894","172.217.215.95","192.168.86.228","TLSv1.2","171","Application Data"
"595","41.798100","192.168.86.228","172.217.215.95","TLSv1.2","89","Application Data"
"596","41.798174","192.168.86.228","172.217.215.95","TLSv1.2","89","Application Data"
"597","41.814942","172.217.215.95","192.168.86.228","TCP","54","443  >  49763 [ACK] Seq=1595 Ack=564 Win=489 Len=0"
"598","41.860346","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"599","41.860948","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"600","41.963292","192.168.86.72","224.0.0.251","MDNS","311","Standard query response 0x0000 PTR _companion-link._tcp.local TXT PTR _homekit._tcp.local PTR _mediaremotetv._tcp.local PTR _airplay._tcp.local PTR _raop._tcp.local PTR _sleep-proxy._udp.local OPT"
"601","41.963817","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","331","Standard query response 0x0000 PTR _companion-link._tcp.local TXT PTR _homekit._tcp.local PTR _mediaremotetv._tcp.local PTR _airplay._tcp.local PTR _raop._tcp.local PTR _sleep-proxy._udp.local OPT"
